order_id,attribute_id,attribute_name,quantity
178080654,1280582273,Coca cola Zero 1.5 Lt,1
173423112,1280582273,Coca cola Zero 1.5 Lt,1
171055028,1280582273,Coca cola Zero 1.5 Lt,1
170881326,1280582273,Coca cola Zero 1.5 Lt,1
173058362,1280582273,Coca cola Zero 1.5 Lt,1
172259504,1280582273,Coca cola Zero 1.5 Lt,1
179782200,1280582273,Coca cola Zero 1.5 Lt,1
173720500,1280582273,Coca cola Zero 1.5 Lt,1
177855523,1280582273,Coca cola Zero 1.5 Lt,1
176901094,1280582273,Coca cola Zero 1.5 Lt,1
172907418,1280582273,Coca cola Zero 1.5 Lt,1
177675610,1280582273,Coca cola Zero 1.5 Lt,1
172859437,1280582273,Coca cola Zero 1.5 Lt,1
171039420,1280582273,Coca cola Zero 1.5 Lt,1
180135353,1280582273,Coca cola Zero 1.5 Lt,1
173288016,1280582273,Coca cola Zero 1.5 Lt,1
173288208,1280582273,Coca cola Zero 1.5 Lt,1
180735569,1303620216,Caldo de Gallina Jr.,1
176910670,1303620216,Caldo de Gallina Jr.,1
176320397,1303620216,Caldo de Gallina Jr.,1
179474772,1303620216,Caldo de Gallina Jr.,1
179142263,1303620216,Caldo de Gallina Jr.,1
176302672,1303620216,Caldo de Gallina Jr.,1
171619810,1303620216,Caldo de Gallina Jr.,1
170849835,1303620216,Caldo de Gallina Jr.,1
172879256,1303620216,Caldo de Gallina Jr.,1
176958303,1303620216,Caldo de Gallina Jr.,1
170883315,1303620216,Caldo de Gallina Jr.,1
174947291,1303620216,Caldo de Gallina Jr.,1
178744328,1303620216,Caldo de Gallina Jr.,1
179379278,1303620216,Caldo de Gallina Jr.,1
180297353,1303620216,Caldo de Gallina Jr.,1
177246200,1303620216,Caldo de Gallina Jr.,1
176034595,1303620216,Caldo de Gallina Jr.,1
175695256,1303620216,Caldo de Gallina Jr.,1
180551848,1303620216,Caldo de Gallina Jr.,1
172196333,1303620216,Caldo de Gallina Jr.,1
175850055,1303620216,Caldo de Gallina Jr.,1
172166765,1303620216,Caldo de Gallina Jr.,1
180687756,1303620216,Caldo de Gallina Jr.,1
174631994,1303620216,Caldo de Gallina Jr.,1
175287944,1303620216,Caldo de Gallina Jr.,1
181050258,1303620216,Caldo de Gallina Jr.,1
176597217,1303620216,Caldo de Gallina Jr.,1
173889179,1303620216,Caldo de Gallina Jr.,1
173261246,1303620216,Caldo de Gallina Jr.,1
179341386,1303620216,Caldo de Gallina Jr.,1
179462692,1303620216,Caldo de Gallina Jr.,1
177668889,1303620216,Caldo de Gallina Jr.,1
175833094,1303620216,Caldo de Gallina Jr.,1
174515404,1303620216,Caldo de Gallina Jr.,1
170910085,1303620216,Caldo de Gallina Jr.,1
172262689,1303620216,Caldo de Gallina Jr.,1
177401553,1303620216,Caldo de Gallina Jr.,1
170855147,1303620216,Caldo de Gallina Jr.,1
178708198,1303620216,Caldo de Gallina Jr.,1
174634454,1303620216,Caldo de Gallina Jr.,1
172168904,1303620216,Caldo de Gallina Jr.,1
178827707,1303620216,Caldo de Gallina Jr.,1
170834751,1303620216,Caldo de Gallina Jr.,1
175297449,1303620216,Caldo de Gallina Jr.,1
173940826,1303620216,Caldo de Gallina Jr.,1
172859603,1303620216,Caldo de Gallina Jr.,1
177029582,1303620216,Caldo de Gallina Jr.,1
171521095,1303620216,Caldo de Gallina Jr.,1
171633600,1303620216,Caldo de Gallina Jr.,1
173028389,1303620216,Caldo de Gallina Jr.,1
175399536,1303620216,Caldo de Gallina Jr.,1
170899787,1303620216,Caldo de Gallina Jr.,1
173725886,1303620216,Caldo de Gallina Jr.,1
176310978,1303620216,Caldo de Gallina Jr.,1
177046237,1303620216,Caldo de Gallina Jr.,1
173048709,1303620216,Caldo de Gallina Jr.,1
173917178,1303620216,Caldo de Gallina Jr.,1
178828400,1303620216,Caldo de Gallina Jr.,1
173024513,1303620216,Caldo de Gallina Jr.,1
172518741,1303620216,Caldo de Gallina Jr.,1
176375972,1303620216,Caldo de Gallina Jr.,1
171015885,1303620216,Caldo de Gallina Jr.,1
180185243,1303620216,Caldo de Gallina Jr.,1
177846321,1303620216,Caldo de Gallina Jr.,1
176411014,1303620216,Caldo de Gallina Jr.,1
178085633,1303620216,Caldo de Gallina Jr.,1
174879277,1303620216,Caldo de Gallina Jr.,1
177325536,1303620216,Caldo de Gallina Jr.,1
173901012,1303620216,Caldo de Gallina Jr.,1
172136536,1303620216,Caldo de Gallina Jr.,1
175433974,1303620216,Caldo de Gallina Jr.,1
174986116,1303620216,Caldo de Gallina Jr.,1
177044386,1303620216,Caldo de Gallina Jr.,1
178766100,1303620216,Caldo de Gallina Jr.,1
175316724,1303620216,Caldo de Gallina Jr.,1
171639278,1303620216,Caldo de Gallina Jr.,1
171893110,1303620216,Caldo de Gallina Jr.,1
171555598,1303620216,Caldo de Gallina Jr.,1
172536448,1303620216,Caldo de Gallina Jr.,1
172173696,1303620216,Caldo de Gallina Jr.,1
180330926,1303620216,Caldo de Gallina Jr.,1
172257149,1303620216,Caldo de Gallina Jr.,1
174803328,1303620216,Caldo de Gallina Jr.,1
176423752,1303620216,Caldo de Gallina Jr.,1
174887881,1303620216,Caldo de Gallina Jr.,1
170855535,1303620216,Caldo de Gallina Jr.,1
180557889,1303620216,Caldo de Gallina Jr.,1
180651916,1303620216,Caldo de Gallina Jr.,1
176945797,1303620216,Caldo de Gallina Jr.,1
178239323,1303620216,Caldo de Gallina Jr.,1
176975616,1303620216,Caldo de Gallina Jr.,1
171554071,1303620216,Caldo de Gallina Jr.,1
178688004,1303620216,Caldo de Gallina Jr.,1
178538102,1303620216,Caldo de Gallina Jr.,1
171515595,1303620216,Caldo de Gallina Jr.,1
176617128,1303620216,Caldo de Gallina Jr.,1
173242155,1303620216,Caldo de Gallina Jr.,1
177853861,1303620216,Caldo de Gallina Jr.,1
173897114,1303620216,Caldo de Gallina Jr.,1
173728356,1303620216,Caldo de Gallina Jr.,1
171534719,1303620216,Caldo de Gallina Jr.,1
178734610,1303620216,Caldo de Gallina Jr.,1
174630863,1303620216,Caldo de Gallina Jr.,1
177257360,1303620216,Caldo de Gallina Jr.,1
177320662,1303620216,Caldo de Gallina Jr.,1
174562489,1303620216,Caldo de Gallina Jr.,1
170962425,1303620216,Caldo de Gallina Jr.,1
178821983,1303620216,Caldo de Gallina Jr.,1
172145190,1303620216,Caldo de Gallina Jr.,1
174296599,1303620216,Caldo de Gallina Jr.,1
179474172,1303620216,Caldo de Gallina Jr.,1
170934660,1303620216,Caldo de Gallina Jr.,1
173995063,1303620216,Caldo de Gallina Jr.,1
172262192,1303620216,Caldo de Gallina Jr.,1
179786448,1303620216,Caldo de Gallina Jr.,1
176108827,1303620216,Caldo de Gallina Jr.,1
173428369,1303620216,Caldo de Gallina Jr.,1
170997633,1303620216,Caldo de Gallina Jr.,1
174585212,1303620216,Caldo de Gallina Jr.,1
171531957,1303620216,Caldo de Gallina Jr.,1
171531990,1303620216,Caldo de Gallina Jr.,1
171232372,1303620216,Caldo de Gallina Jr.,1
172251883,1303620216,Caldo de Gallina Jr.,1
170931079,1303620216,Caldo de Gallina Jr.,1
176135769,1303620216,Caldo de Gallina Jr.,1
180549650,1303620216,Caldo de Gallina Jr.,1
175309754,1303620216,Caldo de Gallina Jr.,1
174624984,1303620216,Caldo de Gallina Jr.,1
171532951,1303620216,Caldo de Gallina Jr.,1
173436576,1303620216,Caldo de Gallina Jr.,1
171040790,1303620216,Caldo de Gallina Jr.,1
178538102,1303620216,Caldo de Gallina Jr.,1
176295050,1303620216,Caldo de Gallina Jr.,1
173278326,1303620216,Caldo de Gallina Jr.,1
